id,orderNumber,barcode,clientId,productPrice,shippingFee,tax,adjustmentAmount,totalAmount,finalAmount,paymentMethod,paymentStatus,status,currentProcess,isUrgent,requestedDeliveryDate,customerMemo,productMemo,adminMemo,orderedAt,createdAt,updatedAt,isDuplicateOverride,createdByUserId,printQueueEnteredAt,printQueueExitReason,printQueueExitedAt,printQueueStatus
cmluslrf1001zbog7vetnh4df,260220-016,MLUSLREZ0Q33,cmlc48lcw00017cvnisoyrvqk,23200.00,0.00,2320.00,0.00,25520.00,25520.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 11:14:29.005,2026-02-20 11:14:29.005,2026-02-20 11:14:29.005,t,,,,,
cmluslrgc002kbog75owzuyjh,260220-017,MLUSLRGBTEIK,cmlc48lcw00017cvnisoyrvqk,24600.00,0.00,2460.00,0.00,27060.00,27060.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 11:14:29.053,2026-02-20 11:14:29.053,2026-02-20 11:14:29.053,t,,,,,
cmluqbz69001zn04hdqew5qgp,260220-013,MLUQBZ68C78B,cmlc48lcw00017cvnisoyrvqk,19000.00,5500.00,1900.00,38500.00,26400.00,0.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 10:10:53.266,2026-02-20 10:10:53.266,2026-02-20 12:45:37.625,f,,,,,
cmlylac1y004xlpoaucpshxgb,260223-004,MLYLAC1WNDNX,cmkg8vzuf0000at5m0dyaydie,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,cancelled,order_cancelled,f,,,,,2026-02-23 03:00:43.27,2026-02-23 03:00:43.27,2026-02-25 04:07:43.829,f,,,,,
cmluslri1003obog7b1qu1ln0,260220-019,MLUSLRI09T34,cmlc48lcw00017cvnisoyrvqk,21800.00,5500.00,2180.00,38500.00,29480.00,0.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 11:14:29.113,2026-02-20 11:14:29.113,2026-02-20 12:45:37.653,f,,,,,
cmluslrit004abog73p01hw8p,260220-020,MLUSLRIS7KT1,cmlc48lcw00017cvnisoyrvqk,20400.00,5500.00,2040.00,38500.00,27940.00,0.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 11:14:29.142,2026-02-20 11:14:29.142,2026-02-20 12:45:37.657,f,,,,,
cmlut7dkj000rcxxr7foxdlaa,260220-022,MLUT7DKHEUA8,cmlc48lcw00017cvnisoyrvqk,27500.00,5500.00,2750.00,38500.00,35750.00,0.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 11:31:17.491,2026-02-20 11:31:17.491,2026-02-20 12:45:37.661,f,,,,,
cmluv2o0d001vip48pgt6620h,260220-024,MLUV2O0APMIN,cmlc48lcw00017cvnisoyrvqk,32500.00,5500.00,3250.00,33000.00,41250.00,8250.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 12:23:36.973,2026-02-20 12:23:36.973,2026-02-20 12:45:37.664,f,,,,,
cmluvkjlc007wip487xorjf8y,260220-027,MLUVKJL9UVVR,cmlc48lcw00017cvnisoyrvqk,28000.00,5500.00,2800.00,-93500.00,36300.00,129800.00,postpaid,pending,cancelled,order_cancelled,f,,,,,2026-02-20 12:37:31.056,2026-02-20 12:37:31.056,2026-02-25 04:07:43.83,f,,,,,
cmlur5t4u0037n04ho0hjlx67,260220-014,MLUR5T4RDZS8,cmlc48lcw00017cvnisoyrvqk,24600.00,5500.00,2460.00,38500.00,32560.00,0.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 10:34:05.118,2026-02-20 10:34:05.118,2026-02-20 12:45:37.614,t,,,,,
cmluvcosu005jip481b657pez,260220-026,MLUVCOSRMYZ7,cmlc48lcw00017cvnisoyrvqk,40000.00,5500.00,4000.00,22000.00,49500.00,27500.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 12:31:24.558,2026-02-20 12:31:24.558,2026-02-20 12:45:37.618,f,,,,,
cmluo5zi7003jlhkvawsvz9cn,260220-010,MLUO5ZI48UBY,cmlc48lcw00017cvnisoyrvqk,44500.00,5500.00,4450.00,38500.00,54450.00,15950.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 09:10:14.527,2026-02-20 09:10:14.527,2026-02-20 12:45:37.621,t,,,,,
cmlut7diu0004cxxrb9x3jpus,260220-021,MLUT7DIS1FIG,cmlc48lcw00017cvnisoyrvqk,27500.00,5500.00,2750.00,38500.00,35750.00,0.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 11:31:17.43,2026-02-20 11:31:17.43,2026-02-20 12:45:37.632,f,,,,,
cmluo3kr8002hlhkvndbtt54t,260220-009,MLUO3KR67VBP,cmlc48lcw00017cvnisoyrvqk,44500.00,5500.00,4450.00,38500.00,54450.00,15950.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 09:08:22.1,2026-02-20 09:08:22.1,2026-02-20 12:45:37.639,f,,,,,
cmluv7pon003oip48kcctzfvq,260220-025,MLUV7POJOCXE,cmlc48lcw00017cvnisoyrvqk,32500.00,5500.00,3250.00,27500.00,41250.00,13750.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 12:27:32.423,2026-02-20 12:27:32.423,2026-02-20 12:45:37.667,t,,,,,
cmluum7kj0004ip48nx841wfc,260220-023,MLUUM7KGOHJP,cmlc48lcw00017cvnisoyrvqk,32500.00,5500.00,3250.00,38500.00,41250.00,2750.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 12:10:49.171,2026-02-20 12:10:49.171,2026-02-20 12:45:37.671,f,,,,,
cmluwzzvd0005es3robpeuma6,260220-030,MLUWZZVA39ZV,cmlc48lcw00017cvnisoyrvqk,34400.00,0.00,3440.00,110000.00,37840.00,-72160.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 13:17:31.609,2026-02-20 13:17:31.609,2026-02-20 13:17:31.609,f,,,,,
cmlux3cpx0016es3r84zvkhyk,260220-031,MLUX3CPU72OL,cmlc48lcw00017cvnisoyrvqk,19000.00,0.00,1900.00,110000.00,20900.00,-89100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 13:20:08.229,2026-02-20 13:20:08.229,2026-02-20 13:20:08.229,f,,,,,
cmluy77wi00029dgn4jvw2jzw,260220-032,MLUY77WGCT2N,cmlc48lcw00017cvnisoyrvqk,24600.00,0.00,2460.00,0.00,27060.00,27060.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 13:51:08.226,2026-02-20 13:51:08.226,2026-02-20 13:51:08.226,f,,,,,
cmlysbqmh0002101ehkcl1grj,260223-005,MLYSBQMFPWIP,cmlc48lcw00017cvnisoyrvqk,11000.00,5500.00,1100.00,0.00,17600.00,17600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:17:46.122,2026-02-23 06:17:46.122,2026-02-23 06:17:46.122,f,,,,,
cmluvuywm00bsip48g76b4669,260220-029,MLUVUYWJN6JG,cmlc48lcw00017cvnisoyrvqk,24600.00,5500.00,2460.00,5500.00,32560.00,27060.00,postpaid,pending,cancelled,order_cancelled,f,,,,,2026-02-20 12:45:37.463,2026-02-20 12:45:37.463,2026-02-25 04:07:43.831,f,,,,,
cmlykr5o8002olpoamcsqpoty,260223-001,MLYKR5O55X0N,cmkg8vzuf0000at5m0dyaydie,32500.00,5500.00,3250.00,0.00,41250.00,41250.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 02:45:48.536,2026-02-23 02:45:48.536,2026-02-23 02:45:48.536,t,,,,,
cmlylaba5003hlpoawr1jo9q2,260223-002,MLYLABA2GCER,cmkg8vzuf0000at5m0dyaydie,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 03:00:42.269,2026-02-23 03:00:42.269,2026-02-23 03:00:42.269,f,,,,,
cmlylabpm0047lpoa5pkewr4s,260223-003,MLYLABPKLZQU,cmkg8vzuf0000at5m0dyaydie,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 03:00:42.827,2026-02-23 03:00:42.827,2026-02-23 03:00:42.827,f,,,,,
cmluqbz5t000zn04he5f3j1fo,260220-012,MLUQBZ5R8SUS,cmlc48lcw00017cvnisoyrvqk,42000.00,5500.00,4200.00,38500.00,51700.00,13200.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 10:10:53.249,2026-02-20 10:10:53.249,2026-02-20 12:45:37.646,t,,,,,
cmluvqpxk009sip483h55ol1x,260220-028,MLUVQPXH1HV6,cmlc48lcw00017cvnisoyrvqk,26000.00,5500.00,2600.00,-104500.00,34100.00,138600.00,postpaid,pending,cancelled,order_cancelled,f,,,,,2026-02-20 12:42:19.208,2026-02-20 12:42:19.208,2026-02-25 04:07:43.831,f,,,,,
cmluslrh90036bog7690q90tf,260220-018,MLUSLRH8U6DG,cmlc48lcw00017cvnisoyrvqk,20400.00,5500.00,2040.00,38500.00,27940.00,0.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-20 11:14:29.086,2026-02-20 11:14:29.086,2026-02-20 12:45:37.65,f,,,,,
cmlysbr12000m101e45y8q2u5,260223-006,MLYSBR10MLPJ,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:17:46.646,2026-02-23 06:17:46.646,2026-02-23 06:17:46.646,f,,,,,
cmlysbre4001c101eoufml1tx,260223-007,MLYSBRE1CIZT,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:17:47.116,2026-02-23 06:17:47.116,2026-02-23 06:17:47.116,f,,,,,
cmlysbrr90022101eypws9rtp,260223-008,MLYSBRR7T2YY,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:17:47.59,2026-02-23 06:17:47.59,2026-02-23 06:17:47.59,f,,,,,
cmlysbs3j002s101epure3lpo,260223-009,MLYSBS3H9WEQ,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:17:48.031,2026-02-23 06:17:48.031,2026-02-23 06:17:48.031,f,,,,,
cmlkdvct40001xibg6m0xy7uv,260213-001,MLKDVCSKKUBB,cmlc48lcw00017cvnisoyrvqk,17000.00,5500.00,1700.00,0.00,24200.00,24200.00,postpaid,pending,receipt_completed,reception_complete,f,,,,,2026-02-13 04:24:20.63,2026-02-13 04:24:20.63,2026-02-25 04:07:43.832,f,,,,,
cmm1jp3hh0002taekvlqk9jsp,260225-003,MM1JP3HDCZYQ,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,11000.00,12100.00,1100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-25 04:39:31.301,2026-02-25 04:39:31.301,2026-02-25 04:39:31.301,t,,,,,
cmlyskoxt003k101e8zt2ev09,260223-010,MLYSKOXQJBW2,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,5500.00,12100.00,6600.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:24:43.842,2026-02-23 06:24:43.842,2026-02-23 06:24:43.842,f,,,,,
cmlyskpjd0044101eoprrzsc3,260223-011,MLYSKPJBIMWG,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:24:44.617,2026-02-23 06:24:44.617,2026-02-23 06:24:44.617,f,,,,,
cmlyskpzo004u101er9quo9hq,260223-012,MLYSKPZNIPUL,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:24:45.205,2026-02-23 06:24:45.205,2026-02-23 06:24:45.205,f,,,,,
cmlyskqee005k101e6gisw4r1,260223-013,MLYSKQECMIJN,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:24:45.734,2026-02-23 06:24:45.734,2026-02-23 06:24:45.734,f,,,,,
cmlyskqyu006a101ewe2daypd,260223-014,MLYSKQYS5EZC,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-23 06:24:46.47,2026-02-23 06:24:46.47,2026-02-23 06:24:46.47,f,,,,,
cmlzw04q20003oaxd8bmpminr,260224-001,MLZW04PYCO9N,cmlc48lcw00017cvnisoyrvqk,21800.00,5500.00,2180.00,0.00,29480.00,29480.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-24 00:48:29.162,2026-02-24 00:48:29.162,2026-02-24 00:48:29.162,t,,,,,
cmmzv3k72007j72mkwvd76gso,260321-007,MMZV3K6ZKHLE,cmlc48lcw00017cvnisoyrvqk,82400.00,5500.00,0.00,0.00,82400.00,87900.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-21 05:02:51.902,2026-03-21 05:02:51.902,2026-03-27 10:59:28.457,f,,,,,
cmn8t0kiq0026cc2h40oe0j4i,260327-002,MN8T0KINKJ9G,cmmagsozx0002tjo9f0wsln3v,99000.00,0.00,0.00,0.00,99000.00,99000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-27 11:14:28.706,2026-03-27 11:14:28.706,2026-03-27 11:14:28.706,f,,,,,
cmn8t0kjv003ecc2hf9opq8am,260327-003,MN8T0KJT1279,cmmagsozx0002tjo9f0wsln3v,118250.00,0.00,0.00,0.00,118250.00,118250.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-27 11:14:28.748,2026-03-27 11:14:28.748,2026-03-27 11:14:28.748,f,,,,,
cmlzw4iuh002aoaxdf531n9jd,260224-004,MLZW4IUDDJ0S,cmlc48lcw00017cvnisoyrvqk,47000.00,0.00,4700.00,0.00,51700.00,51700.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-24 00:51:54.089,2026-02-24 00:51:54.089,2026-02-24 00:52:26.258,f,,,,,
cmlzwljar007poaxdu2x234he,260224-005,MLZWLJANDS4Z,cmlc48lcw00017cvnisoyrvqk,12600.00,0.00,1260.00,5500.00,13860.00,8360.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-24 01:05:07.827,2026-02-24 01:05:07.827,2026-02-24 01:05:07.827,t,,,,,
cmlzwljzm008foaxdyt9t072i,260224-006,MLZWLJZI4DYD,cmlc48lcw00017cvnisoyrvqk,53500.00,0.00,5350.00,0.00,58850.00,58850.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-24 01:05:08.722,2026-02-24 01:05:08.722,2026-02-24 01:05:08.722,t,,,,,
cmm08sged000711uecobrw7mk,260224-007,MM08SGEA56X0,cmlc48lcw00017cvnisoyrvqk,12000.00,0.00,1200.00,0.00,13200.00,13200.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-24 06:46:26.052,2026-02-24 06:46:26.052,2026-02-24 06:46:26.052,f,,,,,
cmm08sgp9000t11ue0twnxh7t,260224-008,MM08SGP7GWBR,cmlc48lcw00017cvnisoyrvqk,47000.00,0.00,4700.00,0.00,51700.00,51700.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-24 06:46:26.445,2026-02-24 06:46:26.445,2026-02-24 06:46:26.445,f,,,,,
cmleoalxg000114an8m9i925d,260209-024,MLEOALXF25ME,cml5w4ssp0001v7vnm48qzlwz,42500.00,0.00,4250.00,0.00,46750.00,46750.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-09 04:29:31.396,2026-02-09 04:29:31.396,2026-02-24 08:06:42.903,f,,,,,
cmlzw05bx000poaxd64yceqe1,260224-002,MLZW05BU50WT,cmlc48lcw00017cvnisoyrvqk,20400.00,0.00,2040.00,0.00,22440.00,22440.00,postpaid,pending,cancelled,order_cancelled,f,,,,,2026-02-24 00:48:29.949,2026-02-24 00:48:29.949,2026-02-25 04:07:43.833,t,,,,,
cmlzw05r7001goaxdsokzglw2,260224-003,MLZW05R498MC,cmlc48lcw00017cvnisoyrvqk,21800.00,0.00,2180.00,0.00,23980.00,23980.00,postpaid,pending,cancelled,order_cancelled,f,,,,,2026-02-24 00:48:30.499,2026-02-24 00:48:30.499,2026-02-25 04:07:43.834,t,,,,,
cmlke13aq000nxibgpmig7b9g,260213-002,MLKE13ADWYOM,cmlc48lcw00017cvnisoyrvqk,21200.00,5500.00,2120.00,0.00,28820.00,28820.00,postpaid,pending,receipt_completed,reception_complete,f,,,,,2026-02-13 04:28:48.242,2026-02-13 04:28:48.242,2026-02-25 04:07:43.835,f,,,,,
cmm1fuwux0006ci5iz6zrqs90,260225-001,MM1FUWUTIX8D,cmlc48lcw00017cvnisoyrvqk,49000.00,5500.00,4900.00,0.00,59400.00,59400.00,postpaid,pending,ready_for_shipping,shipping_waiting,f,,,,,2026-02-25 02:52:04.185,2026-02-25 02:52:04.185,2026-02-25 04:07:43.835,f,,,,,
cmm0bzxtj002p7egs3hh0hgtu,260224-012,MM0BZXTGMUID,cml5w4ssp0001v7vnm48qzlwz,23200.00,5500.00,2320.00,0.00,31020.00,31020.00,postpaid,pending,ready_for_shipping,shipping_waiting,f,,,,,2026-02-24 08:16:14.071,2026-02-24 08:16:14.071,2026-02-25 04:07:43.833,f,,,,,
cmm1jp3ni000dtaekzxxz9ytl,260225-004,MM1JP3NG2CAS,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-25 04:39:31.518,2026-02-25 04:39:31.518,2026-02-25 04:39:31.518,t,,,,,
cmm1jp4420020taekmgh1pquo,260225-007,MM1JP43ZWZY0,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,ready_for_shipping,receipt_pending,f,,,,,2026-02-25 04:39:32.114,2026-02-25 04:39:32.114,2026-02-25 04:41:46.449,t,,,,,
cmm1jp403001htaekc1h1d5wr,260225-006,MM1JP401YLLH,cmlc48lcw00017cvnisoyrvqk,11000.00,0.00,1100.00,0.00,12100.00,12100.00,postpaid,pending,ready_for_shipping,receipt_pending,f,,,,,2026-02-25 04:39:31.972,2026-02-25 04:39:31.972,2026-02-25 04:41:46.451,t,,,,,
cmm2rjatd0023o9yx0xqlj438,260226-003,MM2RJATAHT8D,cmlc48lcw00017cvnisoyrvqk,13750.00,0.00,1375.00,0.00,15125.00,15125.00,card,pending,ready_for_shipping,receipt_pending,f,,,,,2026-02-26 01:06:43.969,2026-02-26 01:06:43.969,2026-02-26 01:09:17.527,f,,,,,
cmm2rf0zw0008o9yxmdabbbqv,260226-001,MM2RF0ZR57WW,cmlc48lcw00017cvnisoyrvqk,27500.00,5500.00,2750.00,0.00,35750.00,35750.00,card,pending,receipt_completed,receipt_pending,f,,,,,2026-02-26 01:03:24.62,2026-02-26 01:03:24.62,2026-02-26 06:18:08.309,t,,,,,
cmm37ycye000283kyhjrr72h6,260226-005,MM37YCYCNHTL,cmlc48lcw00017cvnisoyrvqk,23200.00,5500.00,2320.00,0.00,31020.00,31020.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-02-26 08:46:20.438,2026-02-26 08:46:20.438,2026-02-26 08:46:20.438,t,,,,,
cmm1jp47y002jtaek3dsxvao7,260225-008,MM1JP47WFJLL,cmlc48lcw00017cvnisoyrvqk,11000.00,5500.00,1100.00,0.00,12100.00,17600.00,postpaid,pending,shipped,delivered,f,,,,,2026-02-25 04:39:32.254,2026-02-25 04:39:32.254,2026-02-27 05:00:00.922,t,,,,,
cmmaifqhw003vtjo9tsud1pam,260303-001,MMAIFQHTON3J,cmmagsozx0002tjo9f0wsln3v,21800.00,0.00,2180.00,0.00,23980.00,23980.00,postpaid,pending,ready_for_shipping,receipt_pending,f,,,,,2026-03-03 11:14:10.532,2026-03-03 11:14:10.532,2026-03-13 04:37:54.534,f,,,,,
cmmzrcn03004neti6wn6izlm0,260321-001,MMZRCMZWSU70,cmlc48lcw00017cvnisoyrvqk,76200.00,5500.00,0.00,0.00,81700.00,81700.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-21 03:17:56.979,2026-03-21 03:17:56.979,2026-03-21 03:17:56.979,f,,,,,
cmmzugrt4002r72mk38hqkhow,260321-004,MMZUGRT1ZSJI,cmkg8vzuf0000at5m0dyaydie,76600.00,0.00,0.00,0.00,76600.00,76600.00,card,pending,pending_receipt,receipt_pending,f,,,,,2026-03-21 04:45:08.68,2026-03-21 04:45:08.68,2026-03-21 04:45:08.68,f,,,,,
cmmzugsi1003n72mk9knz9fvh,260321-005,MMZUGSHZYZ3D,cmkg8vzuf0000at5m0dyaydie,61800.00,0.00,0.00,0.00,61800.00,61800.00,card,pending,pending_receipt,receipt_pending,f,,,,,2026-03-21 04:45:09.577,2026-03-21 04:45:09.577,2026-03-21 04:45:09.577,f,,,,,
cmmzty9cc001d72mkuzhiqnwv,260321-003,MMZTY9C97NDA,cmkg8vzuf0000at5m0dyaydie,71000.00,0.00,0.00,0.00,71000.00,71000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-21 04:30:44.94,2026-03-21 04:30:44.94,2026-03-21 04:30:44.94,f,,,,,
cmmzv3j7l006k72mkxx6zq7jz,260321-006,MMZV3J7HZS2N,cmlc48lcw00017cvnisoyrvqk,67800.00,0.00,0.00,5500.00,67800.00,62300.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-21 05:02:50.625,2026-03-21 05:02:50.625,2026-03-21 05:02:50.625,f,,,,,
cmn40fdnz000k129l1m274qad,260324-001,MN40FDNVH5AK,cmkg8vzuf0000at5m0dyaydie,63400.00,5500.00,0.00,0.00,68900.00,68900.00,mobile,pending,ready_for_shipping,receipt_pending,f,,,,,2026-03-24 02:43:06.095,2026-03-24 02:43:06.095,2026-03-24 02:44:12.425,f,,,,,
cmncpzk9k000offcv1xndf9ue,260330-001,MNCPZK9FNUDG,cmmagsozx0002tjo9f0wsln3v,47000.00,0.00,0.00,0.00,47000.00,47000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-30 05:00:47.576,2026-03-30 05:00:47.576,2026-03-30 05:00:47.576,f,,,,,
cmncpzkqg001effcvr1h81dyr,260330-002,MNCPZKQDGWVL,cmmagsozx0002tjo9f0wsln3v,47000.00,0.00,0.00,0.00,47000.00,47000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-30 05:00:48.184,2026-03-30 05:00:48.184,2026-03-30 05:00:48.184,f,,,,,
cmncpzks10023ffcv1y595aq0,260330-003,MNCPZKRYMNJ7,cmmagsozx0002tjo9f0wsln3v,47000.00,0.00,0.00,0.00,47000.00,47000.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-30 05:00:48.241,2026-03-30 05:00:48.241,2026-03-30 05:00:48.241,f,,,,,
cmncpzktm002tffcv83shfe3b,260330-004,MNCPZKTJRK36,cmmagsozx0002tjo9f0wsln3v,68900.00,0.00,0.00,0.00,68900.00,68900.00,postpaid,pending,pending_receipt,receipt_pending,f,,,,,2026-03-30 05:00:48.298,2026-03-30 05:00:48.298,2026-03-30 05:00:48.298,f,,,,,
cmn4kbo0p000r3wh4b96syxoc,260324-005,MN4KBO0MK90N,cmmagsozx0002tjo9f0wsln3v,51200.00,5500.00,0.00,0.00,56700.00,56700.00,mobile,pending,ready_for_shipping,receipt_pending,f,,,,,2026-03-24 12:00:05.21,2026-03-24 12:00:05.21,2026-03-24 12:06:01.888,f,,,,,
